Datetime,Pressure,Atmosphere,Altitude,Tbm,Tds
2016-03-27 10:21:04,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:21:05,101140,0.9982,15.41,25.6,27.3
2016-03-27 10:21:06,101134,0.9981,15.91,25.6,27.3
2016-03-27 10:21:07,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:21:08,101122,0.9980,16.91,25.5,27.3
2016-03-27 10:21:09,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:21:10,101137,0.9981,15.66,25.6,27.3
2016-03-27 10:21:11,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:21:12,101142,0.9982,15.25,25.6,27.3
2016-03-27 10:21:13,101122,0.9980,16.91,25.5,27.3
2016-03-27 10:21:14,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:21:16,101140,0.9982,15.41,25.6,27.3
2016-03-27 10:21:17,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:21:18,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:21:19,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:21:20,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:21:21,101137,0.9981,15.66,25.6,27.3
2016-03-27 10:21:22,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:21:23,101140,0.9982,15.41,25.5,27.3
2016-03-27 10:21:24,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:21:25,101140,0.9982,15.41,25.6,27.3
2016-03-27 10:21:26,101142,0.9982,15.25,25.6,27.3
2016-03-27 10:21:27,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:21:28,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:21:29,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:21:30,101140,0.9982,15.41,25.6,27.3
2016-03-27 10:21:31,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:21:32,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:21:33,101142,0.9982,15.25,25.6,27.3
2016-03-27 10:21:34,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:21:35,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:21:36,101140,0.9982,15.41,25.6,27.3
2016-03-27 10:21:37,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:21:38,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:21:39,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:21:41,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:21:42,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:21:43,101140,0.9982,15.41,25.5,27.3
2016-03-27 10:21:44,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:21:45,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:21:46,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:21:47,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:21:48,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:21:49,101140,0.9982,15.41,25.5,27.3
2016-03-27 10:21:50,101140,0.9982,15.41,25.5,27.3
2016-03-27 10:21:51,101125,0.9980,16.66,25.5,27.3
2016-03-27 10:21:52,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:21:53,101140,0.9982,15.41,25.5,27.3
2016-03-27 10:21:54,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:21:55,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:21:56,101140,0.9982,15.41,25.5,27.3
2016-03-27 10:21:57,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:21:58,101125,0.9980,16.66,25.5,27.3
2016-03-27 10:21:59,101140,0.9982,15.41,25.5,27.3
2016-03-27 10:22:00,101140,0.9982,15.41,25.5,27.3
2016-03-27 10:22:01,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:22:02,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:22:03,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:22:05,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:22:06,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:22:07,101140,0.9982,15.41,25.5,27.3
2016-03-27 10:22:08,101140,0.9982,15.41,25.5,27.3
2016-03-27 10:22:09,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:22:10,101140,0.9982,15.41,25.5,27.3
2016-03-27 10:22:11,101140,0.9982,15.41,25.5,27.3
2016-03-27 10:22:12,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:22:13,101119,0.9980,17.16,25.5,27.3
2016-03-27 10:22:14,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:22:15,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:22:16,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:22:17,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:22:18,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:22:19,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:22:20,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:22:21,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:22:22,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:22:23,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:22:24,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:22:25,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:22:26,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:22:27,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:22:28,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:22:30,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:22:31,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:22:32,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:22:33,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:22:34,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:22:35,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:22:36,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:22:37,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:22:38,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:22:39,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:22:40,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:22:41,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:22:42,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:22:43,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:22:44,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:22:45,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:22:46,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:22:47,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:22:48,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:22:49,101125,0.9980,16.66,25.5,27.3
2016-03-27 10:22:50,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:22:51,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:22:52,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:22:53,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:22:55,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:22:56,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:22:57,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:22:58,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:22:59,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:23:00,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:23:01,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:23:02,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:23:03,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:23:04,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:23:05,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:23:06,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:23:07,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:23:08,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:23:09,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:23:10,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:23:11,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:23:12,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:23:13,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:23:14,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:23:15,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:23:16,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:23:17,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:23:18,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:23:20,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:23:21,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:23:22,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:23:23,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:23:24,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:23:25,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:23:26,101125,0.9980,16.66,25.5,27.3
2016-03-27 10:23:27,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:23:28,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:23:29,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:23:30,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:23:31,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:23:32,101154,0.9983,14.24,25.5,27.3
2016-03-27 10:23:33,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:23:34,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:23:35,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:23:36,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:23:37,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:23:38,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:23:39,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:23:40,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:23:41,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:23:42,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:23:43,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:23:45,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:23:46,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:23:47,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:23:48,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:23:49,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:23:50,101154,0.9983,14.24,25.5,27.3
2016-03-27 10:23:51,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:23:52,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:23:53,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:23:54,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:23:55,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:23:56,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:23:57,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:23:58,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:23:59,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:24:00,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:24:01,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:24:02,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:24:03,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:24:04,101125,0.9980,16.66,25.5,27.3
2016-03-27 10:24:05,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:24:06,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:24:07,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:24:08,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:24:10,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:24:11,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:24:12,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:24:13,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:24:14,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:24:15,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:24:16,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:24:17,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:24:18,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:24:19,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:24:20,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:24:21,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:24:22,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:24:23,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:24:24,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:24:25,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:24:26,101154,0.9983,14.24,25.5,27.3
2016-03-27 10:24:27,101136,0.9981,15.75,25.5,27.3
2016-03-27 10:24:28,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:24:29,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:24:30,101151,0.9983,14.50,25.5,27.3
2016-03-27 10:24:31,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:24:32,101157,0.9983,14.00,25.5,27.3
2016-03-27 10:24:33,101136,0.9981,15.75,25.5,27.3
2016-03-27 10:24:35,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:24:36,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:24:37,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:24:38,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:24:39,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:24:40,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:24:41,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:24:42,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:24:43,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:24:44,101136,0.9981,15.75,25.5,27.3
2016-03-27 10:24:45,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:24:46,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:24:47,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:24:48,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:24:49,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:24:50,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:24:51,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:24:52,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:24:53,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:24:54,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:24:55,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:24:56,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:24:57,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:24:59,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:25:00,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:25:01,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:25:02,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:25:03,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:25:04,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:25:05,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:25:06,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:25:07,101136,0.9981,15.75,25.5,27.3
2016-03-27 10:25:08,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:25:09,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:25:10,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:25:11,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:25:12,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:25:13,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:25:14,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:25:15,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:25:16,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:25:17,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:25:18,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:25:19,101154,0.9983,14.24,25.5,27.3
2016-03-27 10:25:20,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:25:21,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:25:22,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:25:24,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:25:25,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:25:26,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:25:27,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:25:28,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:25:29,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:25:30,101136,0.9981,15.75,25.5,27.3
2016-03-27 10:25:31,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:25:32,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:25:33,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:25:34,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:25:35,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:25:36,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:25:37,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:25:38,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:25:39,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:25:40,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:25:41,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:25:42,101136,0.9981,15.75,25.5,27.3
2016-03-27 10:25:43,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:25:44,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:25:45,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:25:46,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:25:47,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:25:49,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:25:50,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:25:51,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:25:52,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:25:53,101136,0.9981,15.75,25.5,27.3
2016-03-27 10:25:54,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:25:55,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:25:56,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:25:57,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:25:58,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:25:59,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:26:00,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:26:01,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:26:02,101136,0.9981,15.75,25.5,27.3
2016-03-27 10:26:03,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:26:04,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:26:05,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:26:06,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:26:07,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:26:08,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:26:09,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:26:10,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:26:11,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:26:12,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:26:14,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:26:15,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:26:16,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:26:17,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:26:18,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:26:19,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:26:20,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:26:21,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:26:22,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:26:23,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:26:24,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:26:25,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:26:26,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:26:27,101151,0.9983,14.50,25.5,27.3
2016-03-27 10:26:28,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:26:29,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:26:30,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:26:31,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:26:32,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:26:33,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:26:34,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:26:35,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:26:36,101154,0.9983,14.24,25.5,27.3
2016-03-27 10:26:37,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:26:39,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:26:40,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:26:41,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:26:42,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:26:43,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:26:44,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:26:45,101151,0.9983,14.50,25.5,27.3
2016-03-27 10:26:46,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:26:47,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:26:48,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:26:49,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:26:50,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:26:51,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:26:52,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:26:53,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:26:54,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:26:55,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:26:56,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:26:57,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:26:58,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:26:59,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:27:00,101154,0.9983,14.24,25.5,27.3
2016-03-27 10:27:01,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:27:02,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:27:04,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:27:05,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:27:06,101151,0.9983,14.50,25.5,27.3
2016-03-27 10:27:07,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:27:08,101154,0.9983,14.24,25.5,27.3
2016-03-27 10:27:09,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:27:10,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:27:11,101136,0.9981,15.75,25.5,27.3
2016-03-27 10:27:12,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:27:13,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:27:14,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:27:15,101136,0.9981,15.75,25.5,27.3
2016-03-27 10:27:16,101151,0.9983,14.50,25.5,27.3
2016-03-27 10:27:17,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:27:18,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:27:19,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:27:20,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:27:21,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:27:22,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:27:23,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:27:24,101151,0.9983,14.50,25.5,27.3
2016-03-27 10:27:25,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:27:26,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:27:27,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:27:29,101128,0.9981,16.41,25.5,27.3
2016-03-27 10:27:30,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:27:31,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:27:32,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:27:33,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:27:34,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:27:35,101136,0.9981,15.75,25.5,27.3
2016-03-27 10:27:36,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:27:37,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:27:38,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:27:39,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:27:40,101137,0.9981,15.66,25.5,27.3
2016-03-27 10:27:41,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:27:42,101151,0.9983,14.50,25.5,27.3
2016-03-27 10:27:43,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:27:44,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:27:45,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:27:46,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:27:47,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:27:48,101136,0.9981,15.75,25.5,27.3
2016-03-27 10:27:49,101136,0.9981,15.75,25.5,27.3
2016-03-27 10:27:50,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:27:51,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:27:53,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:27:54,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:27:55,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:27:56,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:27:57,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:27:58,101131,0.9981,16.16,25.5,27.3
2016-03-27 10:27:59,101151,0.9983,14.50,25.5,27.3
2016-03-27 10:28:00,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:28:01,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:28:02,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:28:03,101134,0.9981,15.91,25.5,27.3
2016-03-27 10:28:04,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:28:05,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:28:06,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:28:07,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:28:08,101148,0.9983,14.74,25.5,27.3
2016-03-27 10:28:09,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:28:10,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:28:11,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:28:12,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:28:13,101136,0.9981,15.75,25.5,27.3
2016-03-27 10:28:14,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:28:15,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:28:16,101136,0.9981,15.75,25.5,27.3
2016-03-27 10:28:18,101142,0.9982,15.25,25.5,27.3
2016-03-27 10:28:19,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:28:20,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:28:21,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:28:22,101139,0.9982,15.50,25.5,27.3
2016-03-27 10:28:23,101145,0.9982,15.00,25.5,27.3
2016-03-27 10:28:24,101142,0.9982,15.25,25.5,27.3
